QPUKPTCFMVZMTM-NFBUACBFSA-M,QPUKPTCFMVZMTM-NFBUACBFSA-M,5.012,0.06782599646,0.02988287837
NNZDBCPMOOEFTE-UHFFFAOYSA-N,NNZDBCPMOOEFTE-UHFFFAOYSA-N,1.870169801,0.05781364695,0.02232467239
LGXVKMDGSIWEHL-UHFFFAOYSA-O,LGXVKMDGSIWEHL-UHFFFAOYSA-O,2.325715948,0.05146473293,0.02134520205
CJBJHOAVZSMMDJ-HEXNFIEUSA-N,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,3.307675912,0.06219531563,0.02680458721
NGKHDSWSPXFWOE-UHFFFAOYSA-N,NGKHDSWSPXFWOE-UHFFFAOYSA-N,1.47454802,0.04244133543,0.01920316842
IPFSIVVOJSEJOL-UHFFFAOYSA-L,IPFSIVVOJSEJOL-UHFFFAOYSA-L,4.629542748,0.03722171014,0.0263068012
RLLQMCBJNDRXGR-UHFFFAOYSA-N,RLLQMCBJNDRXGR-UHFFFAOYSA-N,1.418476762,0.0469598357,0.02270716458
YVPGZQLRPAGKLA-UHFFFAOYSA-M,YVPGZQLRPAGKLA-UHFFFAOYSA-M,3.574792629,0.04726503768,0.02322260944
UMTJSMNVWNTILS-CGTJXYLNSA-N,UMTJSMNVWNTILS-CGTJXYLNSA-N,1.548891456,0.06834014828,0.02823481395
RXDVFLTWXCTCEX-UHFFFAOYSA-L,RXDVFLTWXCTCEX-UHFFFAOYSA-L,4.876376757,0.06055895763,0.03163457238
VLOGKAVNBJBYON-UHFFFAOYSA-O,VLOGKAVNBJBYON-UHFFFAOYSA-O,4.241739742,0.06126345842,0.02181411665
NLHYHLPSUOFMHW-UHFFFAOYSA-N,NLHYHLPSUOFMHW-UHFFFAOYSA-N,3.005456129,0.05148507294,0.02727526223
GGLSXVTXDCCVHX-RUZDIDTESA-O,GGLSXVTXDCCVHX-RUZDIDTESA-O,7.335075471,0.06102559839,0.02972002224
HGEJNHUGVPFHIF-UHFFFAOYSA-N,HGEJNHUGVPFHIF-UHFFFAOYSA-N,5.510110218,0.04987358973,0.02412876178
IYKUBGQVTQQVJG-ZCXUNETKSA-N,IYKUBGQVTQQVJG-ZCXUNETKSA-N,4.734615442,0.04481330641,0.01864890688
SBLMCLDRWJNEJK-UHFFFAOYSA-N,SBLMCLDRWJNEJK-UHFFFAOYSA-N,7.619750025,0.06326037679,0.04039631355
SIHPQWGESUQLJI-UHFFFAOYSA-N,SIHPQWGESUQLJI-UHFFFAOYSA-N,5.568921517,0.05326317903,0.02568650114
OHLUERTUZNIQEE-GOSISDBHSA-N,OHLUERTUZNIQEE-GOSISDBHSA-N,2.762607074,0.04785418509,0.02176878352
VQLNKQZLPGLOSI-UHFFFAOYSA-P,VQLNKQZLPGLOSI-UHFFFAOYSA-P,2.851942295,0.05545634699,0.02446688471
ZNIFXENZPBLKBE-FYWRMAATSA-N,ZNIFXENZPBLKBE-FYWRMAATSA-N,8.077428792,0.04357338418,0.01724845207
WGWGFHMTAVZKKS-UHFFFAOYSA-N,WGWGFHMTAVZKKS-UHFFFAOYSA-N,6.42031715,0.05650846471,0.02581074839
CNFSTRPHYZHTGV-UHFFFAOYSA-M,CNFSTRPHYZHTGV-UHFFFAOYSA-M,4.562726709,0.03413919726,0.02240058337
DKKCMDSCGHLOLY-UHFFFAOYSA-M,DKKCMDSCGHLOLY-UHFFFAOYSA-M,3.435429328,0.03617902544,0.0311935795
QSDGMDKMSSYMKU-UHFFFAOYSA-O,QSDGMDKMSSYMKU-UHFFFAOYSA-O,5.377718281,0.04875555661,0.02283901847
BYTNEISLBIENSA-MDZDMXLPSA-M,BYTNEISLBIENSA-MDZDMXLPSA-M,6.797379566,0.05607975027,0.02166888884
HNEIRZJZTYYDES-VPZBFSRCSA-N,HNEIRZJZTYYDES-VPZBFSRCSA-N,3.325281658,0.05714485832,0.02668913423
QSVVRYPBRVSBDL-SFHVURJKSA-M,QSVVRYPBRVSBDL-SFHVURJKSA-M,1.649598811,0.05448935587,0.01960882235
ZPGBLWCHXWTWDI-UHFFFAOYSA-N,ZPGBLWCHXWTWDI-UHFFFAOYSA-N,7.899683268,0.05926801199,0.02129574987
